companyName,industryField,positionName,jobNature,createTime,financeStage,companyLabelList,companySize,city,district,positionType,education,positionAdvantage,Salary,salaryMax,salaryMin,salaryAvg,workYear
易居电子商务股份有限公司,"移动互联网,生活服务",销售代表-家装行业,全职,2017-05-10 08:43:44,初创型(未融资),[],150-500人,北京,丰台区,市场/商务/销售类,不限,"地理位置好,交通便利,人文环境好",5k-10k,10,5,7.5,应届毕业生
京东,"移动互联网,电子商务",移动端资深产品经理（京东到家）,全职,2017-05-10 08:43:32,上市公司,"['免费班车', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,大兴区,产品/需求/项目类,本科,"核心岗位,千万级用户,有期权,高速发展期",30k-50k,50,30,40.0,5-10年
美欣网络,"移动互联网,社交网络",高薪+网络商务推广+五险一金,全职,2017-05-10 08:43:26,初创型(未融资),[],15-50人,郑州,中原区,市场/商务/销售类,大专,"商务推广,室内工作,环境优美,无需出差",6k-9k,9,6,7.5,不限
知网,"移动互联网,电子商务",策划编辑,全职,2017-05-10 08:43:10,上市公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,海淀区,运营/编辑/客服,本科,五险一金、提供住宿、班车接送、早午餐免费,6k-8k,8,6,7.0,1-3年
万琦威,"移动互联网,数据服务",QT（C++）工程师,全职,2017-05-10 08:42:31,成长型(不需要融资),"['年底双薪', '专项奖金', '股票期权', '绩效奖金']",50-150人,北京,朝阳区,开发/测试/运维类,本科,"新兴行业,前景广阔,团队好,场所好",10k-20k,20,10,15.0,3-5年
金蝶,"移动互联网,电子商务",Java高级开发工程师-精斗云,全职,2017-05-10 08:42:23,上市公司,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,深圳,南山区,开发/测试/运维类,本科,五险一金 周末双休 节日福利 弹性工作,13k-20k,20,13,16.5,5-10年
红迅软件,企业服务,JAVA高级软件工程师,全职,2017-05-10 08:42:00,初创型(未融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",15-50人,广州,海珠区,开发/测试/运维类,本科,"上升空间大,奖金丰厚",9k-18k,18,9,13.5,3-5年
恒峰信息,"移动互联网,硬件",学科编辑,全职,2017-05-10 08:41:52,上市公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",150-500人,广州,天河区,运营/编辑/客服,大专,平台广阔,6k-7k,7,6,6.5,不限
快抢车,移动互联网,产品经理,全职,2017-05-10 08:41:52,成长型(不需要融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",50-150人,杭州,西湖区,产品/需求/项目类,大专,"五险一金,全员期权,节日福利",15k-30k,30,15,22.5,3-5年
中企动力,"移动互联网,电子商务",应届毕业生,全职,2017-05-10 08:41:40,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,西安,莲湖区,市场/商务/销售类,大专,"五险一金,晋升平台,国内外旅游,丰富多彩的",2k-4k,4,2,3.0,应届毕业生
智芯,其他,视频设计师/影视后期制作/多媒体设计师,全职,2017-05-10 08:45:33,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,设计类,大专,"智能穿戴,顶级大牛带,团队有激情,高奖励",6k-12k,12,6,9.0,1-3年
理才网,移动互联网,高级产品运营经理,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,None,运营,本科,"挑战性,有平台,发展空间大,有激励",6k-8k,8,6,7.0,3-5年
携程,"移动互联网,旅游",CSS前端开发工程师,全职,2017-05-10 08:43:48,上市公司,"['绩效奖金', '股票期权', '五险一金', '交通补助']",2000人以上,上海,长宁区,技术,本科,晋升空间大,15k-20k,20,15,17.5,1-3年
易居电子商务股份有限公司,"移动互联网,生活服务",客服专员,全职,2017-05-10 08:43:44,初创型(未融资),[],150-500人,北京,丰台区,运营/编辑/客服,不限,"工作轻松,办公环境好,交通便利",4k-8k,8,4,6.0,不限
京东,"移动互联网,电子商务",移动端H5产品经理（京东到家）,全职,2017-05-10 08:43:32,上市公司,"['免费班车', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,大兴区,产品/需求/项目类,本科,"核心岗位,千万级用户,有期权,高速发展期",30k-50k,50,30,40.0,5-10年
美欣网络,"移动互联网,社交网络",英语翻译,全职,2017-05-10 08:43:26,初创型(未融资),[],15-50人,郑州,中原区,市场/商务/销售类,大专,"商务推广,喜欢沟通,办公室工作,无需出差",5k-7k,7,5,6.0,不限
知网,"移动互联网,电子商务",读者服务,全职,2017-05-10 08:43:09,上市公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,海淀区,运营,本科,绩效奖金多、职工宿舍、班车接送、免费三餐,3k-6k,6,3,4.5,不限
万琦威,"移动互联网,数据服务",BIM商务经理,全职,2017-05-10 08:42:31,成长型(不需要融资),"['年底双薪', '专项奖金', '股票期权', '绩效奖金']",50-150人,北京,朝阳区,金融类,本科,"工作轻松,前景好",10k-12k,12,10,11.0,3-5年
金蝶,"移动互联网,电子商务",业务助理-账无忧广州网点,全职,2017-05-10 08:42:22,上市公司,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,广州,越秀区,综合职能类,大专,弹性工作 专业培训 绩效奖金 节日福利,4k-8k,8,4,6.0,不限
恒峰信息,"移动互联网,硬件",市场推广主管,全职,2017-05-10 08:41:52,上市公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",150-500人,广州,天河区,市场/商务/销售类,大专,平台广阔、发展前景明朗、上市企业,8k-10k,10,8,9.0,不限
快抢车,移动互联网,品牌策划,全职,2017-05-10 08:41:52,成长型(不需要融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",50-150人,杭州,西湖区,市场/商务/销售类,大专,"五险一金,全员期权,年终奖,节日福利",10k-20k,20,10,15.0,3-5年
联璧,"移动互联网,O2O",Web前端,全职,2017-05-10 08:41:30,初创型(天使轮),"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",50-150人,上海,松江区,开发/测试/运维类,大专,"环境好,领导好,晋升空间,班车",10k-18k,18,10,14.0,3-5年
中企动力,"移动互联网,电子商务",市场营销,全职,2017-05-10 08:41:23,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,西安,莲湖区,市场与销售,大专,五险一金管理层发展方向年度旅游高薪挑战,4k-8k,8,4,6.0,不限
盈泰财富云,"移动互联网,金融",资深数据分析师,全职,2017-05-10 08:41:22,成长型(A轮),"['技能培训', '岗位晋升', '年终分红', '股票期权']",500-2000人,北京,东城区,开发/测试/运维类,本科,"福利好,周末双休,组织体检",25k-35k,35,25,30.0,3-5年
东方国信,数据服务,Java高级开发工程师（SHYT）,全职,2017-05-10 08:41:07,上市公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",2000人以上,北京,顺义区,开发/测试/运维类,本科,13薪年终奖 餐补 供住 六险一金 节日礼品,10k-20k,20,10,15.0,5-10年
理才网,移动互联网,产品文案,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,岳麓区,运营,本科,"挑战性,有平台,发展空间大,有激励",6k-9k,9,6,7.5,3-5年
美欣网络,"移动互联网,社交网络",国际营销专员,全职,2017-05-10 08:43:26,初创型(未融资),[],15-50人,郑州,中原区,市场/商务/销售类,大专,"无须经验,喜欢沟通,中午管吃,工作轻松",6k-10k,10,6,8.0,不限
知网,"移动互联网,电子商务",客服,全职,2017-05-10 08:43:09,上市公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,海淀区,运营,本科,绩效奖金多、职工宿舍、班车接送、免费三餐,4k-6k,6,4,5.0,不限
万琦威,"移动互联网,数据服务",CryEngine程序员,全职,2017-05-10 08:42:31,成长型(不需要融资),"['年底双薪', '专项奖金', '股票期权', '绩效奖金']",50-150人,北京,朝阳区,开发/测试/运维类,本科,"架构设计,可视化,三维引擎,前景好",8k-16k,16,8,12.0,3-5年
金蝶,"移动互联网,电子商务",商务助理-蝶金安徽RBU,全职,2017-05-10 08:42:21,上市公司,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,合肥,蜀山区,市场/商务/销售类,大专,弹性工作 绩效奖金 专业培训 节日福利,6k-8k,8,6,7.0,1-3年
恒峰信息,"移动互联网,硬件",活动策划,全职,2017-05-10 08:41:52,上市公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",150-500人,广州,天河区,市场/商务/销售类,大专,平台广阔、领导nice、年轻活力,6k-8k,8,6,7.0,不限
快抢车,移动互联网,网络销售,全职,2017-05-10 08:41:52,成长型(不需要融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",50-150人,杭州,西湖区,市场/商务/销售类,不限,"五险一金,全勤奖,周末双休,高额提成",6k-10k,10,6,8.0,不限
盈泰财富云,"移动互联网,金融",高级数据分析师,全职,2017-05-10 08:41:22,成长型(A轮),"['技能培训', '岗位晋升', '年终分红', '股票期权']",500-2000人,北京,东城区,开发/测试/运维类,本科,"福利好,周末双休,组织体检",20k-30k,30,20,25.0,3-5年
东方国信,数据服务,Web前端高级开发工程师（SHYT）,全职,2017-05-10 08:41:07,上市公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",2000人以上,北京,顺义区,开发/测试/运维类,本科,13薪年终奖 餐补 供住 六险一金 节日礼品,10k-20k,20,10,15.0,5-10年
杜特软件,移动互联网,C#开发工程师,全职,2017-05-10 08:41:07,初创型(未融资),[],50-150人,佛山,禅城区,技术,大专,老板有魄力，员工有激情，发展无限好！,4K-8K,8,4,6.0,不限
大帝科技,"移动互联网,数据服务",系统分析师,全职,2017-05-10 08:41:06,成长型(不需要融资),[],150-500人,深圳,南山区,开发/测试/运维类,大专,"周末双休,五险一金,节日福利,员工旅游",10k-15k,15,10,12.5,3-5年
师悦科技,"移动互联网,教育",产品经理,全职,2017-05-10 08:40:57,初创型(未融资),"['带薪年假', '交通补助', '定期体检', '午餐补助']",50-150人,西安,未央区,产品/需求/项目类,本科,"周末双休,带薪年假,专业培训",3k-6k,6,3,4.5,1-3年
WBB沃巴博,广告营销,资深设计师｜广告设计师｜平面设计师｜美术设计师,全职,2017-05-10 08:40:49,初创型(不需要融资),"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",15-50人,上海,普陀区,设计类,大专,"团队氛围好,五险一金,公司旅游,福利好",6k-12k,12,6,9.0,1-3年
爱WiFi,移动互联网,技术预研工程师,全职,2017-05-10 08:40:39,成长型(不需要融资),"['绩效奖金', '交通补助', '通讯津贴', '午餐补助']",150-500人,杭州,拱墅区,开发/测试/运维类,本科,"周末双休,奖金丰厚,带薪年假",10k-20k,20,10,15.0,3-5年
联创信息,"移动互联网,教育",Java,全职,2017-05-10 08:40:38,成长型(不需要融资),"['节日礼物', '定期体检', '通讯津贴', '五险一金']",150-500人,合肥,高新区,技术,本科,"六险一金,餐补,话费补",6k-12k,12,6,9.0,3-5年
知网,"移动互联网,电子商务",客服,全职,2017-05-10 08:42:58,上市公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,海淀区,运营,本科,绩效奖金多、职工宿舍、班车接送、免费三餐,4k-6k,6,4,5.0,不限
万琦威,"移动互联网,数据服务",业务工程师(物业运维方向),全职,2017-05-10 08:42:31,成长型(不需要融资),"['年底双薪', '专项奖金', '股票期权', '绩效奖金']",50-150人,北京,朝阳区,产品/需求/项目类,本科,"物业运维,CBD,气氛好",10k-15k,15,10,12.5,3-5年
金蝶,"移动互联网,电子商务",销售代表,全职,2017-05-10 08:42:18,上市公司,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,深圳,南山区,市场/商务/销售类,大专,弹性工作 绩效奖金 专业培训 节日福利,10k-15k,15,10,12.5,不限
恒峰信息,"移动互联网,硬件",品牌策划主管,全职,2017-05-10 08:41:52,上市公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",150-500人,广州,天河区,市场/商务/销售类,大专,平台广阔、领导nice、年轻活力,6k-8k,8,6,7.0,不限
快抢车,移动互联网,APP推广主管/经理,全职,2017-05-10 08:41:52,成长型(不需要融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",50-150人,杭州,西湖区,市场/商务/销售类,大专,"五险一金,全勤奖,全员期权",8k-16k,16,8,12.0,3-5年
盈泰财富云,"移动互联网,金融",高级数据分析师,全职,2017-05-10 08:41:22,成长型(A轮),"['技能培训', '岗位晋升', '年终分红', '股票期权']",500-2000人,北京,东城区,开发/测试/运维类,本科,"福利好,周末双休,组织体检",25k-35k,35,25,30.0,3-5年
东方国信,数据服务,java开发工程师,全职,2017-05-10 08:41:07,上市公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",2000人以上,合肥,高新区,开发/测试/运维类,本科,互联网金融行业,6k-10k,10,6,8.0,1-3年
杜特软件,移动互联网,软件测试工程师,全职,2017-05-10 08:41:06,初创型(未融资),[],50-150人,佛山,禅城区,开发/测试/运维类,大专,发展前景广阔、工作环境优雅、福利待遇丰厚,3k-6k,6,3,4.5,1-3年
师悦科技,"移动互联网,教育",性能测试工程师,全职,2017-05-10 08:40:57,初创型(未融资),"['带薪年假', '交通补助', '定期体检', '午餐补助']",50-150人,西安,未央区,开发/测试/运维类,本科,"五险一金,项目提成,生日祝福",7k-14k,14,7,10.5,3-5年
大帝科技,"移动互联网,数据服务",流媒体工程师,全职,2017-05-10 08:40:52,成长型(不需要融资),[],150-500人,深圳,南山区,开发/测试/运维类,大专,"周末双休,带薪年假,节日福利,五险一金",10k-20k,20,10,15.0,3-5年
WBB沃巴博,广告营销,SAE资深客户执行,全职,2017-05-10 08:40:49,初创型(不需要融资),"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",15-50人,上海,普陀区,市场/商务/销售类,本科,"五险一金,年底双薪,团队文化好,发展前景大",6k-12k,12,6,9.0,3-5年
爱WiFi,移动互联网,招聘负责人,全职,2017-05-10 08:40:39,成长型(不需要融资),"['绩效奖金', '交通补助', '通讯津贴', '午餐补助']",150-500人,杭州,拱墅区,综合职能类,本科,"发展空间大,福利好",7k-10k,10,7,8.5,3-5年
联创信息,"移动互联网,教育",Java,全职,2017-05-10 08:40:37,成长型(不需要融资),"['节日礼物', '定期体检', '通讯津贴', '五险一金']",150-500人,南京,鼓楼区,技术,本科,六险一金，餐补话补,10k-18k,18,10,14.0,3-5年
中企动力,"移动互联网,电子商务",销售专员,全职,2017-05-10 08:40:37,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,西安,雁塔区,市场与销售,大专,晋升 五险一金 上市公司,4k-8k,8,4,6.0,应届毕业生
智森科技,"移动互联网,电子商务",人事/助理,全职,2017-05-10 08:40:30,初创型(未融资),"['技能培训', '带薪年假', '岗位晋升', '年度旅游']",50-150人,郑州,郑东新区,综合职能类,大专,"无责任底薪,奖金,员工旅游,节日福利",2k-4k,4,2,3.0,不限
知网,"移动互联网,电子商务",策划编辑,全职,2017-05-10 08:42:57,上市公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,海淀区,运营/编辑/客服,本科,五险一金、早午餐免费、提供住宿、班车接送,6k-8k,8,6,7.0,1-3年
盈泰财富云,"移动互联网,金融",研究员,全职,2017-05-10 08:41:22,成长型(A轮),"['技能培训', '岗位晋升', '年终分红', '股票期权']",500-2000人,北京,东城区,金融类,本科,"福利好,周末双休,组织体检",15k-30k,30,15,22.5,1-3年
东方国信,数据服务,web前端工程师,全职,2017-05-10 08:41:07,上市公司,"['大数据软件', '技能培训', '节日礼物', '年底双薪']",2000人以上,合肥,高新区,开发/测试/运维类,本科,互联网金融行业,6k-10k,10,6,8.0,1-3年
杜特软件,移动互联网,unity3D 开发工程师,全职,2017-05-10 08:41:05,初创型(未融资),[],50-150人,佛山,禅城区,技术,大专,发展前景广阔、工作环境优雅、福利待遇丰厚,4k-8k,8,4,6.0,1-3年
师悦科技,"移动互联网,教育",java开发经理,全职,2017-05-10 08:40:57,初创型(未融资),"['带薪年假', '交通补助', '定期体检', '午餐补助']",50-150人,西安,未央区,开发/测试/运维类,本科,"五险一金,项目提成,期权,带薪调休",10k-20k,20,10,15.0,3-5年
WBB沃巴博,广告营销,创意组长,全职,2017-05-10 08:40:49,初创型(不需要融资),"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",15-50人,上海,普陀区,市场/商务/销售类,本科,"团队氛围好,晋升机会大,平台好",10k-20k,20,10,15.0,5-10年
大帝科技,"移动互联网,数据服务",.NET软件工程师,全职,2017-05-10 08:40:48,成长型(不需要融资),[],150-500人,深圳,南山区,开发/测试/运维类,大专,"周末双休,五险一金,节日福利,员工旅游",10k-15k,15,10,12.5,3-5年
爱WiFi,移动互联网,C/C++开发工程师,全职,2017-05-10 08:40:39,成长型(不需要融资),"['绩效奖金', '交通补助', '通讯津贴', '午餐补助']",150-500人,杭州,拱墅区,开发/测试/运维类,本科,"平台大,技术新,福利好",10k-18k,18,10,14.0,3-5年
联创信息,"移动互联网,教育",运营经理-昆明,全职,2017-05-10 08:40:36,成长型(不需要融资),"['节日礼物', '定期体检', '通讯津贴', '五险一金']",150-500人,昆明,五华区,运营,本科,我们将为您提供性价比最高的运营岗位,6k-10k,10,6,8.0,不限
智森科技,"移动互联网,电子商务",文案策划,全职,2017-05-10 08:40:30,初创型(未融资),"['技能培训', '带薪年假', '岗位晋升', '年度旅游']",50-150人,郑州,郑东新区,市场与销售,大专,无责底薪+高奖金 聚餐 外出旅游,5k-8k,8,5,6.5,不限
蛮蛮云计算,移动互联网,CDN＆IDC销售经理,全职,2017-05-10 08:40:21,成长型(A轮),"['专项奖金', '带薪年假', '通讯津贴', '定期体检']",50-150人,广州,天河区,市场/商务/销售类,大专,"期权,高提成,氛围好,弹性",10k-15k,15,10,12.5,3-5年
助攻,"移动互联网,硬件",嵌入式软件开发（单片机）,全职,2017-05-10 08:40:17,初创型(天使轮),"['股票期权', '年终分红', '扁平管理', '领导好']",15-50人,上海,闵行区,开发/测试/运维类,本科,"工作扁平,初创团队",8k-16k,16,8,12.0,1-3年
联创集团信通科技,"移动互联网,教育",java开发工程师,全职,2017-05-10 08:40:11,成长型(不需要融资),"['节日礼物', '带薪年假', '补充医保', '补充子女医保']",150-500人,合肥,高新区,开发/测试/运维类,本科,"五险一金,商业保险,餐饮补贴,带薪年假",5k-10k,10,5,7.5,1-3年
YY Inc,移动互联网,机器学习/算法工程师,全职,2017-05-10 08:39:32,上市公司,"['技能培训', '节日礼物', '无息贷款', '绩效奖金']",2000人以上,广州,番禺区,开发/测试/运维类,不限,"核心部门,包餐下午茶,13+奖金,每年旅游",13k-26k,26,13,19.5,不限
智贝星商城,"电子商务,硬件",JAVA,全职,2017-05-10 08:39:27,初创型(天使轮),"['专项奖金', '股票期权', '交通补助', '通讯津贴']",15-50人,盐城,建湖县,开发/测试/运维类,本科,"期权,挑战性,假日福利",6k-12k,12,6,9.0,1-3年
师悦科技,"移动互联网,教育",java架构师,全职,2017-05-10 08:40:57,初创型(未融资),"['带薪年假', '交通补助', '定期体检', '午餐补助']",50-150人,西安,未央区,开发/测试/运维类,本科,"期权奖励,五险一金,带薪调休,项目提成",15k-25k,25,15,20.0,5-10年
WBB沃巴博,广告营销,策划经理,全职,2017-05-10 08:40:49,初创型(不需要融资),"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",15-50人,上海,普陀区,市场/商务/销售类,本科,"团队氛围好,晋升机会大,平台好",8k-15k,15,8,11.5,5-10年
大帝科技,"移动互联网,数据服务",Android软件开发工程师,全职,2017-05-10 08:40:42,成长型(不需要融资),[],150-500人,深圳,南山区,开发/测试/运维类,大专,"周末双休,带薪年假,五险一金,节日福利",8k-15k,15,8,11.5,3-5年
爱WiFi,移动互联网,客服专员,全职,2017-05-10 08:40:39,成长型(不需要融资),"['绩效奖金', '交通补助', '通讯津贴', '午餐补助']",150-500人,杭州,拱墅区,运营/编辑/客服,本科,"带薪年假,五险一金,餐饮补贴,绩效奖金",1k-2k,2,1,1.5,应届毕业生
联创信息,"移动互联网,教育",运维工程师,全职,2017-05-10 08:40:35,成长型(不需要融资),"['节日礼物', '定期体检', '通讯津贴', '五险一金']",150-500人,乌鲁木齐,水磨沟区,开发/测试/运维类,大专,"五险一金,补充医疗,补贴",5k-8k,8,5,6.5,不限
智森科技,"移动互联网,电子商务",网络营销,全职,2017-05-10 08:40:28,初创型(未融资),"['技能培训', '带薪年假', '岗位晋升', '年度旅游']",50-150人,郑州,郑东新区,市场与销售,不限,公司聚会、旅游,7k-10k,10,7,8.5,不限
蛮蛮云计算,移动互联网,产品经理（云计算）,全职,2017-05-10 08:40:21,成长型(A轮),"['专项奖金', '带薪年假', '通讯津贴', '定期体检']",50-150人,北京,朝阳区,产品/需求/项目类,大专,"期权,氛围好,潜力",10k-15k,15,10,12.5,3-5年
联创集团信通科技,"移动互联网,教育",Java开发工程师,全职,2017-05-10 08:40:10,成长型(不需要融资),"['节日礼物', '带薪年假', '补充医保', '补充子女医保']",150-500人,南京,建邺区,开发/测试/运维类,本科,"五险一金,带薪年假,餐饮补贴,补充医疗",5k-10k,10,5,7.5,1-3年
YY Inc,移动互联网,Java开发工程师,全职,2017-05-10 08:39:31,上市公司,"['技能培训', '节日礼物', '无息贷款', '绩效奖金']",2000人以上,广州,None,技术,本科,"核心部门,包餐下午茶,13+奖金,每年旅游",13k-25k,25,13,19.0,不限
智贝星商城,"电子商务,硬件",ios,全职,2017-05-10 08:39:27,初创型(天使轮),"['专项奖金', '股票期权', '交通补助', '通讯津贴']",15-50人,盐城,建湖县,开发/测试/运维类,大专,轻松的氛围,5k-8k,8,5,6.5,1-3年
泽宇,其他,外贸专员,全职,2017-05-10 08:39:12,成熟型(C轮),"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",150-500人,深圳,光明新区,市场/商务/销售类,大专,"发展空间大,工作环境好,福利待遇高",5k-8k,8,5,6.5,不限
阳光互联网金融中心,金融,家装风控政策,全职,2017-05-10 08:39:05,成熟型(不需要融资),"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",2000人以上,北京,朝阳区,金融类,本科,"项目制,发展空间大",15k-30k,30,15,22.5,3-5年
笨鸟社交深圳分公司,"移动互联网,社交网络",网络爬虫工程师,全职,2017-05-10 08:38:55,成长型(A轮),"['股票期权', '带薪年假', '通讯津贴', '年终分红']",50-150人,深圳,南山区,开发/测试/运维类,硕士,"完成A轮,行业前景好",15k-30k,30,15,22.5,1-3年
天涯社区,"移动互联网,社交网络",ios开发工程师,全职,2017-05-10 08:38:51,上市公司,"['五险一金', '交通补助', '带薪年假', '节日礼物']",500-2000人,海口,None,技术,本科,福利待遇优厚,8k-16k,16,8,12.0,3-5年
博博科技,"移动互联网,数据服务",出纳,全职,2017-05-10 08:38:51,初创型(不需要融资),[],15-50人,长沙,岳麓区,综合职能类,大专,"双休,五险一金,年终奖,下午茶点",2k-4k,4,2,3.0,1-3年
师悦科技,"移动互联网,教育",前端工程师,全职,2017-05-10 08:40:57,初创型(未融资),"['带薪年假', '交通补助', '定期体检', '午餐补助']",50-150人,西安,未央区,开发/测试/运维类,本科,"期权奖励,项目提成,带薪调休,五险一金",6k-12k,12,6,9.0,不限
智森科技,"移动互联网,电子商务",诚聘.net程序员,全职,2017-05-10 08:40:28,初创型(未融资),"['技能培训', '带薪年假', '岗位晋升', '年度旅游']",50-150人,郑州,郑东新区,技术,不限,奖金 绩效 公司内部聚会 不定时外出旅游,7k-10k,10,7,8.5,1-3年
蛮蛮云计算,移动互联网,招商总监,全职,2017-05-10 08:40:21,成长型(A轮),"['专项奖金', '带薪年假', '通讯津贴', '定期体检']",50-150人,北京,朝阳区,市场/商务/销售类,本科,"期权,团队氛围,平台机会",15k-20k,20,15,17.5,3-5年
联创集团信通科技,"移动互联网,教育",运维工程师,全职,2017-05-10 08:40:09,成长型(不需要融资),"['节日礼物', '带薪年假', '补充医保', '补充子女医保']",150-500人,乌鲁木齐,水磨沟区,开发/测试/运维类,大专,"五险一金,补充医疗,补贴",5k-8k,8,5,6.5,1-3年
智贝星商城,"电子商务,硬件",web,全职,2017-05-10 08:39:27,初创型(天使轮),"['专项奖金', '股票期权', '交通补助', '通讯津贴']",15-50人,盐城,建湖县,开发/测试/运维类,大专,极具挑战性,10k-12k,12,10,11.0,1-3年
阳光互联网金融中心,金融,消费分期审批负责人,全职,2017-05-10 08:39:05,成熟型(不需要融资),"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",2000人以上,北京,朝阳区,金融类,本科,五险一金,15k-25k,25,15,20.0,5-10年
笨鸟社交深圳分公司,"移动互联网,社交网络",python工程师,全职,2017-05-10 08:38:55,成长型(A轮),"['股票期权', '带薪年假', '通讯津贴', '年终分红']",50-150人,深圳,南山区,开发/测试/运维类,本科,海量数据,15k-30k,30,15,22.5,不限
博博科技,"移动互联网,数据服务",运营客服,全职,2017-05-10 08:38:49,初创型(不需要融资),[],15-50人,长沙,岳麓区,运营/编辑/客服,不限,"双休,五险一金,年终奖,餐补",2k-4k,4,2,3.0,1-3年
天涯社区,"移动互联网,社交网络",Android工程师,全职,2017-05-10 08:38:47,上市公司,"['五险一金', '交通补助', '带薪年假', '节日礼物']",500-2000人,海口,None,技术,本科,福利待遇优厚,8k-15k,15,8,11.5,3-5年
